;review_text;sentiment;price;service;food
460;family run business;;;;
461;come and support them;;;;
462;very nice eating environment and the food are quite nice;;;;
463;very native japanese style;;;;
464;notes;;;;
465;1 visit breakfast/lunch;;;;
466;overall;;;;
467;excellent high-end buffet but the dessert section needs a little work;;;;
468;highlights;;;;
469;- dip the foccacia pizza in some chimichurri sauce and it's the best pizza you'll have ever had;;;;
470;#NAME?;;;;
471;#NAME?;;;;
472;#NAME?;;;;
473;i got so lucky and grabbed some white chocolate macadamia cookies when they were still warm;;;;
474;crispy on the sides and chewy and mouth-wateringly good;;;;
475;i mean i was stuffed beyond belief but i couldn't stop eating it!;;;;
476;#NAME?;;;;
477;it's the only breakfast food really worth it;;;;
478;avoid;;;;
479;#NAME?;;;;
480;(which i hate) so disappointed;;;;
481;#NAME?;;;;
482;so gross;;;;
483;i am years out from surgery with sacs and i wish i could turn back time;;;;
484;he promises great things them butchers your body;;;;
485;i should have left my body alone;;;;
486;it was not bad;;;;
487;i was out to perfect it;;;;
488;we often talk about how he ruined a good body;;;;
489;i will never forget his dirty nasty slippers coming into the operating room;;;;
490;i should have run from the room then;;;;
491;such a unique place & a great find;;;;
492;our waitress was funny knowledgable and did a fantastic job;;;;
493;the food was amazing;;;;
494;we will definitely return and recommend this restaurant to other couples!;;;;
495;best wonton soup ever!!! delicious food and great service;;;;
496;we had chicken satay roti c;;;;
497;wonton soup and one of the fried noodle and shrimp dishes;;;;
498;definitely will be back!;;;;
499;i've never experienced discrimination as i did last night at this place;;;;
500;i was with 2 other females;;;;
501;we had on dresses and heels;;;;
502;the place was very diverse as far as how everyone was dressed;;;;
503;dresses heels jeans flip flops shorts etc;;;;
504;immediately we noticed large groups of people of a particular race coming from the back of the line and going inside;;;;
505;we thought nothing of it;;;;
506;assumed they were all on lists;;;;
507;then it just got weird;;;;
508;we noticed the guy working the door was walking back and fourth scanning the line for people he would pull out and let go inside;;;;
509;every time it just happened to be groups with caucasian people;;;;
510;4 caucasian girls were in front of us and behind a group of 4 black males;;;;
511;the girls were pulled out of the line and taken to the door to go inside no talk of any lists;;;;
512;the guys were told they must be on a list or leave;;;;
513;the guys left;;;;
514;we watched this happen quite a few more times before we just gave up here and removed ourselves from the line;;;;
515;we were standing in the front for a really long time with no acknowledgement from the guy working the door;;;;
516;funny thing is he didn't make a big announcement that we must be on a list to get inside;;;;
517;he was walking up to particular groups and telling them in a low tone so they would leave;;;;
518;i know it wasn't because of how we were dressed or looked;;;;
519;they were letting people in with jeans and flip flops;;;;
520;ultimately we were let in by a bouncer at a side door;;;;
521;"there was nothing so special going on in there that they had to be ""picky"" about who they let inside";;;;
522;it was like a night at suite;;;;
523;safe to say i will never step foot in this place again;;;;
524;we had dinner here and the food was excellent and the service couldn't have been better!;;;;
525;thanks jose!;;;;
526;we will be back for sure;;;;
527;absolutely love this place! i've been here many times and it never fails to impress me  the bff burger is unreal and the tsoynamis and cupcakes are amazing!! everything is pretty much the best;;;;
528;here's why i don't write reviews for chinese restaurants;;;;
529;i have to look up their english names;;;;
530;it's so popular that i didn't try it until recently;;;;
531;the bubble tea here is really good;;;;
532;it's pricier than the one in rose tea but you also get more;;;;
533;i like that noodles with pork sauce;;;;
534;i've tried both the thin and wide/thick noodles;;;;
535;the wide one is less chewy and are kind of sticky;;;;
536;i prefer the thin one for this dish;;;;
537;dan dan noodles are different from what i was expecting;;;;
538;my friend liked it but it's just okay for me;;;;
539;the noodle with wonton is flavorless to me;;;;
540;the soup dumplings are good but not amazing;;;;
541;if you've never had it before give it a try and you probably will like it;;;;
542;i'd like to try noodles with beef soup next time;;;;
543;the appetizers are too pricy in my opinion;;;;
544;i won't pay $6 for a small plate of vegetables again;;;;
545;the owner is a nice guy and i enjoyed chatting with him a little bit during dinners;;;;
546;we went here saturday for dinner;;;;
547;we had a 2-1 coupon;;;;
548;price was $37 for two people so a good deal;;;;
549;very large space open layout;;;;
550;been here a few times years ago;;;;
551;i ate mostly the crab legs;;;;
552;prime rib;;;;
553;they provide a self serve drink area which i think is good;;;;
554;you don't have to flag down a staff to get a drink when you want one;;;;
555;we've all been in that situation;;;;
556;unlimited alcohol wines and beer;;;;
557;they have a bar area with one bartender working and a bunch of tv's to watch or get updates on games;;;;
